,content,label,origin
4339,"哎 , , 女人 真 喜欢 那么 口是心非 么 ? ? ? [ 思考 ]",3,3
4340,明天 啊 ! ! ! 好 紧张 啊 ! ! !,1,1
4341,iebook 我 讨厌 你 ! ! ! ! ! [ 怒 ],4,4
4342,"绝杀 与 反 绝杀 , c罗 这 球 传 的 有 菲戈 风范 啊 [ 太 开心 ]",5,1
4343,我 求 这个 星期 平安 度过 [ 祈祷 ],1,1
4344,苏   芮 对 着 男 的 倒是 笑 的 挺 开心 。 。,3,5
4345,并不 能 反手 摸 肚脐 [ 拜拜 ] 还 差 三 厘米 。 。 。 。 。 。 。,2,0
4346,我 的 小 表弟 长 的 真是 出落 ^   ^,1,5
4347,[ 围观 ],0,0
4348,下 个 星期 天 回 学校   不 开心 ! !,2,5
4349,"看 my   name   is   khan , 我 哭 死 了 ! !",2,2
4350,今天 是 年 初四 哦 … … 测试 是 不是 真 爱 的 时间 到 了 !,0,5
4351,"昨天 手机 因 欠费 停机 了 , 否则 … …",2,0
4352,[ 馋嘴 ],1,5
4353,"吓 尿 了 , 差点 夹 地铁 门 里",3,3
4354,雨声 之 大 让 人 有 一 种 毛骨悚然 的 感觉 ! 2012 要 来 了 ! [ 思考 ],3,1
4355,我 哭 了 ! 一直 支持 你 ! [ 爱 你 ] [ 爱 你 ],1,1
4356,暂停 了 ~ ~ ~ 我 靠 ~ !,4,5
4357,不 高兴 了 。 睡觉 。,2,0
4358,"市场 在 一步步 按照 预期 当中 的 剧本 进行 , 枯燥 乏味 的 等待 !",3,1
4359,"被 水 堵 在 路上 , 前进 不得 , 后退 不得 , 心烦 啊 啊 啊 [ 抓狂 ]",3,3
4360,研究 生 证 不 享受 门票 学生 优惠 。 。 。 为 毛 啊,3,3
4361,上火   如此 难受,3,2
4362,"不要 为 你 没有 的 东西 发愁 , 先 要 以 你 已有 的 为 乐 !",0,3
4363,"今天 计划 徒步 的 , 结果 发烧 了 。 nnd",4,0
4364,第 一 次 吃 辣 野 吃 到 唇 肿 [ 晕 ],2,5
4365,勇 往 南区 医院 查 堪 去 ! 希望 一切 顺 顺利 利 … [ 威武 ] [ 心 ],1,1
4366,落枕 啦 !,3,5
4367,今天 的 计划 是 : 在 床 上 躺 一 天,0,0
4368,需要 动力 啊 [ 泪 ] 快 来 啊,2,2
4369,"哦 耶 , 下午 放假   了 , 提前 过 妇女 节 , 证明 老 了 [ 吃惊 ] [ 黑线 ]",5,5
4370,"初恋 这 件 小事 , 怎么 让 人 心 那么 伤",2,2
4371,我 就 不 相信 一个 小小 的 倒 桩 问题 还 能 把 我 难 住 [ 哼 ],4,4
4372,"没有 我 的 日子 里 , 你 有 珍惜 你 自己 !",1,1
4373,"我 要 坐 火车 了 , 保佑 我 吧 !",1,1
4374,"呃 , 此刻 的 我 多么 希望 是 一汽 大众 的 员工 呀 。 。 。 63 薪 呀 !",1,1
4375,"香格里拉 待 两 天 , 明天 去 的 地方 海拔 3500 +",1,1
4376,变 摇 号 了 ! 你 当 买 彩票 阿 ! ! ! [ 哼 ] [ 抓狂 ],3,2
4377,"又 一个 1122 。 拾 起 赤子 般的 热忱 , 不要 畏惧 。",1,3
4378,低烧 是 会 呼吸 的 痛 … … …,2,2
4379,热情 征 女 朋友 一 名 ! ! !,1,1
4380,杭州 这边 的 被窝 是 冷 的 [ 泪 ] [ 泪 ],2,2
4381,"今天 击 昏 的 人 咋 那么 多 ! ! ! 哦 , 对不起 , 结婚 ! [ 奥特曼 ]",1,1
4382,第 三 次 了 。 。 。 [ 微笑 ] 你们 两 想 怎样 啦 [ 微笑 ],3,5
4383,"加班 有时 也 不错 , 一路 地铁 都 有 座 [ 嘻嘻 ]",5,5
4384,[ 心 ] ~ fly   me   to   the   moon ~ [ 心 ],5,5
4385,果然 住 7 楼 。 。 。,0,0
4386,"应该 做 g13 的 , 要 在 济南 西 等 两 个 小时 , 我 真的 好 13 啊 …",3,2
4387,回 老家 ~ ~,5,5
4388,一 周 的 工作 结束 。 调整 好 迎接 繁忙 的 下周 [ 做 鬼脸 ],5,5
4389,胸口 压块 儿 石头 一样   为什么 什么 都 不顺 呢,3,3
4390,不 知道 为什么 我 就是 超 喜欢 吃 面包 。 [ 懒得 理 你 ] [ 思考 ],1,3
4391,"我们 毕业 了 , 高考 他 就 改革 了 ~",3,3
4392,"边 个 想 要 天虹 电影 非 , 33 文 张 。 任 看 什么 电影 , 2d , 3d 都 得 。",0,3
4393,"在 东直 门 参加 金碟 培训 , 版本 果然 比 我们 用 的 高 几 个 级别 。",1,1
4394,"才 9:45 , 我 肚子 已经 饿 的 咕咕 叫 了",2,2
4395,"我 原来 是 讨厌 一个 人 , 现在 是 讨厌 两 个 人 了",3,3
4396,肠胃 宣布 系统 彻底 崩溃 [ 拜拜 ] [ 拜拜 ] [ 拜拜 ],2,5
4397,睡 咯 睡 咯 ! 不 早 咯 ! [ 风扇 ],5,5
4398,我 刷 屏 刷 的 想 睡觉 ~ ~ ~ ~ [ 睡觉 ],3,5
4399,facetime 是 个 好 功能,1,1
4400,"七 月 七 日 , 雨 。 。 [ 微风 ] [ 浮云 ]",0,0
4401,go   back   school,0,0
4402,"带 我 实习 的 老师 一 周四 天 不能 在 学校 , 我 居然 很 开心 · · ·",1,2
4403,心情 不 爽 ! ! 今晚 去 看 通宵 电影 !   谁 玩 感情 谁 完蛋,3,5
4404,今天 下午 考试 。 数学 悲剧 了 。,2,2
4405,交 的 团费 都 去 哪里 了 [ 怒 ],4,4
4406,给 我 下 一 集 《 开讲 啦 》 的 具体 日期 [ 悲 催 ],2,5
4407,今天 心情 怪怪 的,0,5
4408,"10 月 , 离职 季 , 好多 人 走 了",2,2
4409,有钱 的 话 是否 能 帮 著 抢 票 呢 ?,0,0
4410,今天 只 吃 了 两 片 面包   怎么 还 有点 饱 啊,5,4
4411,我 在 : # 巴黎 贝 甜 ( 欧阳 店 ) #   [ 呵呵 ],5,5
4412,卒然 临 之 而 不 惊   无故 加之 而 不 怒,0,3
4413,对不起 … … 忘记 你 我 做 不到 … …,1,2
4414,"2010 年 拉屎 地 , 中午 继续 代 班 主持 《 快活 多 一点 》",0,0
4415,"夏天 , 我们 一起 到 海边 走走 吧 。",5,5
4416,"现在 不 想 睡觉 , 明天 不 想 上班 ! [ 崩溃 ] [ 惊恐 ] [ 大哭 ] [ 闭眼 ]",2,2
4417,重 来 吗,2,4
4418,"猫 了 个 咪 的 , 没 一 件 顺心 的 事情 , 烦 死 了",3,3
4419,多 希望 我 也 能 是 个 话 痨 啊 [ 失望 ],2,1
4420,"念 家 , 思亲 , 辗转 , 惆怅 ! 赶紧 睡着 迎接 明天 吧 !",2,1
4421,来 了 一 堆 新人 啊 !,5,4
4422,"节奏 不 对 呀 [ 泪 ] [ 泪 ] [ 抓狂 ] , 求 [ 甩 甩手 ] [ 甩 甩手 ] [ 甩 甩手 ]",2,2
4423,"我 最 讨厌 的 事儿 就是 感冒 , 没有 之 一 ! [ 晕 ] [ 睡觉 ]",3,3
4424,躺 了 三 个 小时 没 睡着 · · · · · · 坑 爹 啊 · · · · ·,3,3
4425,"又 几 条 寡 佬 , 都 系 弊",4,2
4426,"六 级 感觉 不是 很 难 , 应该 差 几百 分 就 能 通过 了 。",2,3
4427,"真 难受 … 喝 多 了 不说 , 还 感冒 了 … 还 发烧 了 …",2,3
4428,"学生 生涯 最后 一个 暑假 , 过 得 如此 不 爽 。 。 。",3,2
4429,"王者 之 剑 睇 完 , 疯狂 的 蠢 贼 开场 啦 [ 奥特曼 ]",5,5
4430,"亲 , 要 深知 林家 的 女儿 是 条 强悍 货 [ 给 力 ] [ 心 ] @ 艾 诗琳 ashlyn",1,1
4431,呃   我 室友 打 起来 了   有时 真 觉得 谈 恋爱 好 麻烦 … …,3,2
4432,"吃 完 营养 餐 , 再 加 根 冰淇淋 !   哈哈 , 好 爽 !",5,5
4433,为了 这 份 工作 我 快要 烦 死 了 ! ! ! !,4,4
4434,"看来 是 太 久 没 运动 , 去 个 图书 馆 爬 个 五 楼 就 喘气 了 . . . . . . [ 惊恐 ]",2,3
4435,"妈 的 , 差点 被 新疆 人 给 坑 了 。",3,3
4436,好 想 去 旅游 !,1,1
4437,"傻 了 吧 , 又 想 哭 了 吧 , 你 说 你 像 啥",3,3
4438,怎么 看 都 不 顺眼 。,3,3
4439,大叔 和 loli   绝对 是 我 心头 好 ~,1,1
4440,good   feeling   to   hezui,1,1
4441,"闲 得 蛋 疼 , 闷 得 发慌 ! 老夫 最近 又 白 了 , 赶紧 晒晒 !",5,3
4442,"女孩 子 , 从来 就 应该 骄傲 地 活着 , 而 不是 卑微 地 恋爱",1,3
4443,没 人 觉得 佟 大为 和 包 贝尔 很 像 么 [ 星星 眼 ] [ 星星 眼 ] [ 星星 眼 ],1,0
4444,百度 魔 图 充分 的 让 我 认识 到 自己 长 的 是 多么 的 不堪,2,1
4445,"不要 得罪 女人 , 尤其 不要 得罪 看 起来 没有 杀伤 力 的 女人 。",0,0
4446,最终 还是 在 twitter 上 承认 了 . . . 梦 一 场 . . . 再见 … …,2,2
4447,"又 晒 红 了 , 彻底 黑 了",2,3
4448,"怎么 才 能 让 心情 好 起来 啊 , 我 要 疯 了 。 。 [ 泪 ]",2,2
4449,[ 鼓掌 ] [ 酷 ],5,5
4450,"以为 看 了 场 谍战片 , 实际 看 了 场 恐怖 片 。",3,3
4451,"公积 金 , 好 复杂 的 一个 名词 ! 不 懂 . . .",0,1
4452,"吃 完 烧烤 , 睡觉 安稳 多 了 。",5,0
4453,thank   u   mom   [ 威武 ] [ 猪头 ] [ 鲸鱼 ] [ 小鸡 ],5,5
4454,"把 常用 的 东西 的 密码 都 改 了 , 大家 也 赶紧 改 吧 ~",0,3
4455,"回来 后 听到 的 噩耗 , 早 知道 不 回来 了",2,0
4456,"“ 法海 你 不 懂 爱 , 雷锋 塔 也 倒 下来 。 ”",0,0
4457,我 只是 想 占有 你   安抚 我 空虚 的 心灵 ~ ~ ~,1,2
4458,酱油 罗 。 命大 啊 ~,5,2
4459,"终于 在 超市 买 到 了 小米 椒 , 准备 做 泡椒 鸡爪 去 啦",5,5
4460,金牛 座 能 不能 少 一点,3,0
4461,严肃 的 问题   有 小 朋友 们 要约 饭 的 吗 ? 办完 事情 了 ~ 不 想 吃 外卖,3,0
4462,滑 回家 呀 滑 回家   太 爽 了,5,5
4463,"尼玛 弄 到 现在 刚 把 笔试 内容 全部 整理 到 纸 上 , 现在 开始 背",4,4
4464,愿 我们 伟大 的 革命 友谊 长存 。,1,1
4465,"工作 , 待遇 。 不 想 去",3,3
4466,"分行 贷 审 会 取消 不 了 了 , 变化 真 快 !",3,3
4467,"入手 一 大 套 护肤 品 。 等 我 来 拯救 你 , 我 的 脸 。 [ 抓狂 ]",1,2
4468,这 两 天 承受 了 有生之年 最大 的 无助,2,5
4469,杭州 醋 鱼 酸甜 口   片 川 是 汤面   如果 有 咸 豆浆   就 完美 了,1,0
4470,操 ! 搞 毛 啊 !,4,4
4471,爱 是 唯一 的 理性 行为 。,1,1
4472,砍伐 个 新鲜 竹子 [ 嘻嘻 ] [ 嘻嘻 ],5,5
4473,走 吧   只要 觉得 不够   就 不停 地 走 吧,0,0
4474,"没 人 一起 去 看 演唱 会 , 唉 , 算 了 算 了 [ 泪 ] [ 泪 ] [ 泪 ]",2,2
4475,"拒绝 了 一个 人 , 轻松 不少 。 [ 微风 ]",5,0
4476,"好 大雨 , 心情 好 郁闷 , 早上 好",2,2
4477,成都 估计 没有 新疆 米粉 吧,0,0
4478,离开 没有 送 人 伤感,2,2
4479,"今天 我 算 见识 到 了 什么 叫 猫 抓 老鼠 了 , 看 上去 真的 很 猛 。",5,5
4480,肿 么 突然 发烧 了 呢 ? 总是 38 度   哎   赶快 好 吧   可怜 的 苗苗,2,2
4481,"到 家 啦 ! ! [ 困 ]   嘿嘿 , 首要 任务 : 织 围脖 ! ! ! !",5,5
4482,你们 觉得 男生 什么 身高 比较 合适   po 主 177 好 想 长高 tat,2,1
4483,"早晨 地球 人 , 好 日子 都 是 我 出没 的 时候 !",5,2
4484,洗 了 头 就 仿佛 洗 了 澡 一样 舒服,5,5
4485,[ 蛋糕 ] [ 鲜花 ],5,5
4486,"最近 真是 睡 得 早 , 起 得 晚 , 典型 一头 猪 [ 猪头 ]",5,3
4487,"想 吃 肯德基 , 想 吃 蛋糕",1,1
4488,新年 快乐 ! [ 礼物 ] [ 礼物 ] [ 礼物 ] [ 礼物 ],5,5
4489,又 到 一 年 双喜临门 ~ 好 日子 。,5,5
4490,"妈 , 生日 快乐 。 [ 爱 你 ]",1,1
4491,给 牙齿 钻 了 个 洞 ~,2,3
4492,三 天 损失 五 位 数   怎 一个 心痛 了 得 [ 泪 ],2,2
4493,喜欢 吃 糖 是 因为 怕 忘记 甜蜜 的 滋味 . . . . .,1,1
4494,"吹 水 三 巨头 , 我 同学 , 我 亲戚 , 我 朋友 ` ` `",3,2
4495,"其实 , 我 好 想 回 无锡 找 个 人 抱抱 我 。",2,2
4496,here   i   am ~ ~ [ 呵呵 ] [ 呵呵 ],5,5
4497,胃口 大 开 … … … … … … … …,2,2
4498,保佑 今晚 作 个 好 梦 … [ 微风 ] [ 微风 ],5,5
4499,"熬夜 的 结果 , 就是 脸上 不停 长 痘 ! [ 抓狂 ] [ 抓狂 ]",3,3
